EmployeeNumber,base_value,shap_feature_1,shap_value_1,shap_feature_2,shap_value_2,shap_feature_3,shap_value_3,shap_feature_4,shap_value_4,shap_feature_5,shap_value_5
985,1.401708,JobInvolvement,-1.069181,DistanceFromHome,-0.845929,NumCompaniesWorked,-0.776154,EnvironmentSatisfaction,0.707603,Education,-0.67426
986,1.401708,JobInvolvement,-1.101207,DistanceFromHome,0.85047,burnout_proxy,0.847008,income_to_dept_avg,-0.784562,RelationshipSatisfaction,-0.652004
987,1.401708,promotion_stagnation,-1.011227,JobInvolvement,-0.988057,MaritalStatus,-0.980663,YearsInCurrentRole,-0.702569,MonthlyIncome,-0.681249
990,1.401708,EnvironmentSatisfaction,1.147786,JobSatisfaction,-1.033756,BusinessTravel,-0.801601,MaritalStatus,-0.661246,Age,-0.657477
991,1.401708,BusinessTravel,-0.941431,JobSatisfaction,0.879531,NumCompaniesWorked,-0.876291,RelationshipSatisfaction,0.767881,OverTime,0.681233
992,1.401708,income_to_dept_avg,-1.617418,EnvironmentSatisfaction,-1.157093,BusinessTravel,-0.658496,RelationshipSatisfaction,-0.529914,NumCompaniesWorked,-0.467936
994,1.401708,burnout_proxy,0.97811,EnvironmentSatisfaction,-0.974647,YearsWithCurrManager,0.771742,JobSatisfaction,0.769149,TrainingTimesLastYear,-0.74522
995,1.401708,JobSatisfaction,-2.285427,JobRole,-0.645718,RelationshipSatisfaction,0.55564,OverTime,-0.50395,WorkLifeBalance,-0.486904
996,1.401708,DistanceFromHome,-1.398955,EnvironmentSatisfaction,-1.039456,JobSatisfaction,-0.965755,YearsWithCurrManager,-0.625011,Education,-0.574216
997,1.401708,income_to_dept_avg,-1.56411,DistanceFromHome,-1.324352,JobSatisfaction,-1.086559,EnvironmentSatisfaction,-0.774443,MaritalStatus,-0.629273
998,1.401708,DistanceFromHome,-1.461777,JobRole,-1.224622,JobInvolvement,-0.989394,MonthlyIncome,-0.934531,StockOptionLevel,-0.754166
999,1.401708,income_to_dept_avg,-1.338198,MaritalStatus,-0.939475,EnvironmentSatisfaction,0.919245,YearsWithCurrManager,-0.883785,YearsInCurrentRole,-0.821329
1001,1.401708,StockOptionLevel,-1.080583,WorkLifeBalance,-0.584403,Education,-0.521448,YearsWithCurrManager,-0.508856,MonthlyIncome,-0.456501
1002,1.401708,EnvironmentSatisfaction,-1.015233,BusinessTravel,-0.894014,YearsWithCurrManager,-0.779201,JobSatisfaction,0.688045,promotion_stagnation,-0.633462
1003,1.401708,JobSatisfaction,-1.409055,EnvironmentSatisfaction,-0.846863,MonthlyIncome,-0.808169,promotion_stagnation,-0.686214,TrainingTimesLastYear,0.604856
1004,1.401708,burnout_proxy,0.993303,EnvironmentSatisfaction,0.870351,OverTime,0.809966,YearsWithCurrManager,0.629228,DistanceFromHome,0.548958
1005,1.401708,income_to_dept_avg,-1.427334,EnvironmentSatisfaction,-0.925545,YearsInCurrentRole,-0.76757,StockOptionLevel,-0.665291,burnout_proxy,0.580125
1006,1.401708,StockOptionLevel,-0.764712,Age,-0.728912,BusinessTravel,0.708174,MonthlyIncome,-0.675815,WorkLifeBalance,0.592582
1007,1.401708,income_to_dept_avg,-1.164305,EnvironmentSatisfaction,-1.094396,MaritalStatus,-0.794138,NumCompaniesWorked,0.740788,WorkLifeBalance,-0.48892
1009,1.401708,TrainingTimesLastYear,-1.119302,EnvironmentSatisfaction,-1.041854,StockOptionLevel,-0.895889,MaritalStatus,-0.831652,WorkLifeBalance,-0.639234
1010,1.401708,WorkLifeBalance,1.376934,burnout_proxy,0.791997,DistanceFromHome,0.789127,MaritalStatus,-0.733025,StockOptionLevel,-0.688375
1011,1.401708,DistanceFromHome,-1.509316,StockOptionLevel,-0.831716,JobSatisfaction,0.733495,BusinessTravel,0.511533,YearsWithCurrManager,-0.487116
1012,1.401708,JobSatisfaction,-1.60489,income_to_dept_avg,1.543653,BusinessTravel,-1.116497,YearsWithCurrManager,0.916755,RelationshipSatisfaction,-0.720204
1013,1.401708,income_to_dept_avg,-1.150254,YearsWithCurrManager,-0.68577,promotion_stagnation,-0.560261,TotalWorkingYears,-0.531684,EnvironmentSatisfaction,-0.469615
1014,1.401708,income_to_dept_avg,-1.230032,JobRole,-1.050394,YearsInCurrentRole,-0.837016,MaritalStatus,-0.661839,burnout_proxy,0.598522
1015,1.401708,JobInvolvement,-1.727632,income_to_dept_avg,-1.064278,StockOptionLevel,-0.98058,NumCompaniesWorked,-0.967824,total_satisfaction,-0.472351
1016,1.401708,YearsWithCurrManager,0.97427,EnvironmentSatisfaction,-0.968606,RelationshipSatisfaction,0.933764,burnout_proxy,0.656274,JobSatisfaction,0.625243
1017,1.401708,RelationshipSatisfaction,0.766034,BusinessTravel,0.691971,MaritalStatus,0.583579,NumCompaniesWorked,-0.575629,YearsWithCurrManager,-0.543629
1018,1.401708,JobSatisfaction,-1.401529,JobInvolvement,-1.259286,EnvironmentSatisfaction,-0.849037,MonthlyIncome,-0.69509,income_to_dept_avg,-0.606433
1019,1.401708,total_satisfaction,-1.349251,JobInvolvement,1.065671,StockOptionLevel,-0.97642,MonthlyIncome,-0.924319,YearsWithCurrManager,0.561601
1022,1.401708,JobRole,-1.349007,EnvironmentSatisfaction,0.929135,TrainingTimesLastYear,0.763814,Age,-0.654988,RelationshipSatisfaction,-0.613009
1024,1.401708,JobRole,-1.435733,income_to_dept_avg,-0.889439,YearsInCurrentRole,-0.750036,YearsWithCurrManager,-0.731843,NumCompaniesWorked,0.715979
1025,1.401708,TrainingTimesLastYear,-1.265389,Age,-1.230045,EnvironmentSatisfaction,-1.05356,WorkLifeBalance,-0.684077,YearsWithCurrManager,0.532903
1026,1.401708,income_to_dept_avg,-1.213127,DistanceFromHome,-1.092551,EnvironmentSatisfaction,-1.085426,JobSatisfaction,-0.775822,YearsSinceLastPromotion,0.573618
1027,1.401708,JobSatisfaction,-1.668545,StockOptionLevel,-0.722047,DistanceFromHome,-0.6619,NumCompaniesWorked,-0.644405,Education,-0.637079
1028,1.401708,JobSatisfaction,-1.584462,MaritalStatus,-0.702859,StockOptionLevel,-0.667673,PercentSalaryHike,-0.620854,WorkLifeBalance,0.498091
1029,1.401708,income_to_dept_avg,-2.082238,Age,-1.295752,EnvironmentSatisfaction,-0.964861,NumCompaniesWorked,0.469082,YearsAtCompany,-0.46036
1030,1.401708,JobSatisfaction,-1.508193,EnvironmentSatisfaction,1.066437,YearsWithCurrManager,1.033911,Age,-0.867495,TrainingTimesLastYear,-0.691756
1032,1.401708,income_to_dept_avg,-1.943855,JobSatisfaction,-1.553367,TotalWorkingYears,-0.768126,burnout_proxy,0.684432,Age,-0.632867
1033,1.401708,JobRole,-1.471729,JobInvolvement,1.155626,EnvironmentSatisfaction,1.117102,WorkLifeBalance,0.899998,NumCompaniesWorked,0.716611
1034,1.401708,JobRole,-1.051823,MonthlyIncome,-0.800751,Education,-0.684983,income_to_dept_avg,-0.666901,StockOptionLevel,-0.59809
1035,1.401708,JobInvolvement,1.482889,income_to_dept_avg,-1.077957,BusinessTravel,-1.041237,MaritalStatus,-1.008963,YearsWithCurrManager,-0.658898
1036,1.401708,JobSatisfaction,-1.734737,Age,-0.949904,Education,-0.870191,burnout_proxy,0.769032,income_to_dept_avg,-0.593531
1037,1.401708,JobInvolvement,1.90989,TrainingTimesLastYear,-1.048596,JobSatisfaction,0.891946,RelationshipSatisfaction,-0.719412,NumCompaniesWorked,0.608691
1038,1.401708,JobInvolvement,1.859108,EnvironmentSatisfaction,1.283648,income_to_dept_avg,-0.831346,total_satisfaction,0.768905,MonthlyIncome,0.615772
1039,1.401708,income_to_dept_avg,-0.97263,JobInvolvement,-0.818605,JobSatisfaction,-0.790065,StockOptionLevel,-0.738645,EnvironmentSatisfaction,-0.72464
1040,1.401708,YearsWithCurrManager,-1.267551,BusinessTravel,-1.015653,EnvironmentSatisfaction,-0.904423,DistanceFromHome,-0.838231,NumCompaniesWorked,-0.755637
1042,1.401708,JobSatisfaction,1.086292,JobInvolvement,-0.816066,DistanceFromHome,0.74395,MaritalStatus,0.729081,YearsWithCurrManager,-0.668712
1043,1.401708,EnvironmentSatisfaction,-1.083408,income_to_dept_avg,-1.07665,promotion_stagnation,-1.024375,YearsWithCurrManager,-0.72395,EducationField,-0.712599
1044,1.401708,JobSatisfaction,-1.796067,BusinessTravel,-1.052718,NumCompaniesWorked,-1.020301,RelationshipSatisfaction,-0.666681,WorkLifeBalance,0.663004
1045,1.401708,income_to_dept_avg,-1.98869,JobSatisfaction,-1.318405,EnvironmentSatisfaction,-0.94514,Age,-0.482619,TotalWorkingYears,-0.417097
1046,1.401708,EnvironmentSatisfaction,-1.127674,WorkLifeBalance,-0.610955,BusinessTravel,-0.563284,StockOptionLevel,0.51054,burnout_proxy,-0.430521
1047,1.401708,JobInvolvement,-1.200872,JobSatisfaction,-1.177662,DistanceFromHome,-0.915432,NumCompaniesWorked,-0.807013,MaritalStatus,-0.711759
1048,1.401708,DistanceFromHome,-1.288594,income_to_dept_avg,-1.259537,JobSatisfaction,-1.10452,WorkLifeBalance,0.658268,burnout_proxy,0.533771
1049,1.401708,MonthlyIncome,-0.994988,MaritalStatus,0.631638,total_satisfaction,-0.522159,WorkLifeBalance,-0.512955,Age,-0.506088
1050,1.401708,YearsWithCurrManager,-1.172908,TotalWorkingYears,-0.706336,promotion_stagnation,-0.643133,StockOptionLevel,-0.582503,RelationshipSatisfaction,0.531837
1052,1.401708,EnvironmentSatisfaction,1.304252,YearsWithCurrManager,0.974657,NumCompaniesWorked,0.751053,DistanceFromHome,0.724186,StockOptionLevel,-0.653206
1053,1.401708,NumCompaniesWorked,0.84589,burnout_proxy,0.832688,OverTime,0.830704,EnvironmentSatisfaction,0.819789,StockOptionLevel,-0.780399
1055,1.401708,total_satisfaction,-0.758854,OverTime,0.673038,YearsWithCurrManager,0.661531,StockOptionLevel,-0.656378,RelationshipSatisfaction,-0.655092
1056,1.401708,income_to_dept_avg,1.725939,YearsWithCurrManager,1.134521,TrainingTimesLastYear,-0.76843,EnvironmentSatisfaction,-0.633578,WorkLifeBalance,-0.570358
1060,1.401708,Age,-0.764697,StockOptionLevel,-0.74889,Education,-0.654314,WorkLifeBalance,-0.631093,BusinessTravel,0.616493
1061,1.401708,income_to_dept_avg,-1.259662,TotalWorkingYears,-0.654271,burnout_proxy,0.560924,Education,-0.503723,StockOptionLevel,-0.466941
1062,1.401708,JobRole,-1.399025,EnvironmentSatisfaction,-0.870272,RelationshipSatisfaction,0.818948,Age,-0.617176,YearsWithCurrManager,0.584269
1066,1.401708,StockOptionLevel,-0.955702,WorkLifeBalance,0.582014,JobSatisfaction,0.446936,Age,-0.415397,burnout_proxy,-0.411345
1068,1.401708,DistanceFromHome,-0.913076,BusinessTravel,0.904828,StockOptionLevel,-0.754626,MaritalStatus,-0.750096,EnvironmentSatisfaction,0.720496
1069,1.401708,JobSatisfaction,-1.15151,DistanceFromHome,-1.023201,income_to_dept_avg,-0.859924,EnvironmentSatisfaction,-0.645823,Education,-0.631045
1070,1.401708,Education,-0.826125,StockOptionLevel,-0.679665,NumCompaniesWorked,0.577408,WorkLifeBalance,-0.536095,Age,-0.518992
1071,1.401708,EnvironmentSatisfaction,0.915653,PercentSalaryHike,-0.904395,StockOptionLevel,-0.709575,Age,-0.586628,BusinessTravel,0.555814
1073,1.401708,JobSatisfaction,-1.442275,EnvironmentSatisfaction,-0.99767,NumCompaniesWorked,-0.81803,WorkLifeBalance,0.629828,Age,-0.588054
1074,1.401708,income_to_dept_avg,-1.88184,BusinessTravel,-0.796229,JobSatisfaction,0.709179,NumCompaniesWorked,0.628691,Age,-0.612626
1076,1.401708,JobSatisfaction,-1.303598,income_to_dept_avg,-0.671674,Age,-0.660303,MaritalStatus,-0.606366,EnvironmentSatisfaction,-0.579395
1077,1.401708,JobSatisfaction,-1.112839,burnout_proxy,0.969159,OverTime,0.95989,EnvironmentSatisfaction,-0.889665,Age,0.770959
1079,1.401708,income_to_dept_avg,1.65111,TrainingTimesLastYear,-1.352135,YearsWithCurrManager,0.958375,total_satisfaction,-0.727223,JobSatisfaction,0.72694
1080,1.401708,MaritalStatus,-1.101195,MonthlyIncome,-0.990463,StockOptionLevel,-0.894748,YearsInCurrentRole,-0.82672,EnvironmentSatisfaction,-0.74029
1081,1.401708,EnvironmentSatisfaction,0.745974,MonthlyIncome,-0.706605,Age,-0.666373,Education,-0.640957,OverTime,0.578793
1082,1.401708,JobRole,-1.359533,promotion_stagnation,-1.240207,YearsWithCurrManager,-0.943519,BusinessTravel,-0.878187,total_satisfaction,-0.87549
1083,1.401708,DistanceFromHome,-1.376216,total_satisfaction,-1.011218,StockOptionLevel,-0.914362,EnvironmentSatisfaction,0.793627,JobSatisfaction,0.772656
1084,1.401708,income_to_dept_avg,-0.992933,StockOptionLevel,-0.829479,NumCompaniesWorked,-0.817145,JobSatisfaction,0.712022,YearsWithCurrManager,-0.541199
1085,1.401708,JobInvolvement,-1.51406,promotion_stagnation,-0.961375,YearsWithCurrManager,-0.780618,Age,-0.628245,JobRole,-0.505918
1088,1.401708,JobRole,-1.231421,YearsInCurrentRole,-1.141071,promotion_stagnation,-0.802724,YearsWithCurrManager,-0.685427,RelationshipSatisfaction,0.599279
1092,1.401708,EnvironmentSatisfaction,1.261846,income_to_dept_avg,-1.181534,JobSatisfaction,-1.080581,TrainingTimesLastYear,-0.949953,JobRole,-0.736887
1094,1.401708,JobInvolvement,1.409475,StockOptionLevel,-0.959658,BusinessTravel,-0.892952,EnvironmentSatisfaction,0.799338,PercentSalaryHike,-0.639331
1096,1.401708,income_to_dept_avg,-1.385768,EnvironmentSatisfaction,-0.930498,StockOptionLevel,-0.673129,Age,-0.647762,YearsWithCurrManager,-0.54846
1097,1.401708,RelationshipSatisfaction,-0.685192,promotion_stagnation,-0.59278,MaritalStatus,0.442319,income_to_dept_avg,-0.437816,WorkLifeBalance,-0.411662
1098,1.401708,DistanceFromHome,-0.937253,JobSatisfaction,0.61955,promotion_stagnation,-0.61173,MonthlyIncome,0.580518,Age,-0.490944
1099,1.401708,JobSatisfaction,-1.20158,EnvironmentSatisfaction,-1.111746,JobRole,-0.876181,income_to_dept_avg,-0.600825,MaritalStatus,-0.555276
1100,1.401708,RelationshipSatisfaction,0.827306,JobSatisfaction,0.736305,EnvironmentSatisfaction,-0.709788,NumCompaniesWorked,-0.647519,MaritalStatus,0.644386
1101,1.401708,EnvironmentSatisfaction,1.188946,promotion_stagnation,-0.86421,DistanceFromHome,0.697674,MaritalStatus,0.658716,BusinessTravel,0.54059
1102,1.401708,TrainingTimesLastYear,-0.755254,WorkLifeBalance,0.736628,MonthlyIncome,-0.717113,EnvironmentSatisfaction,0.691318,YearsWithCurrManager,-0.688792
1103,1.401708,JobSatisfaction,-1.992438,JobRole,-1.122557,NumCompaniesWorked,-0.895728,EnvironmentSatisfaction,0.614853,DistanceFromHome,-0.469973
1105,1.401708,JobSatisfaction,-1.223957,total_satisfaction,-0.840428,EnvironmentSatisfaction,-0.834348,Age,-0.830582,YearsWithCurrManager,0.695442
1106,1.401708,OverTime,0.912755,Age,0.842039,EnvironmentSatisfaction,-0.707862,YearsSinceLastPromotion,0.524667,JobRole,0.497886
1107,1.401708,YearsWithCurrManager,1.002435,EnvironmentSatisfaction,0.998677,MaritalStatus,-0.776624,TrainingTimesLastYear,0.712148,DistanceFromHome,0.665449
1108,1.401708,EnvironmentSatisfaction,1.137153,burnout_proxy,0.86056,OverTime,0.834158,TrainingTimesLastYear,0.65119,MaritalStatus,0.635976
1109,1.401708,income_to_dept_avg,-1.153305,EnvironmentSatisfaction,-0.858803,NumCompaniesWorked,-0.768212,Age,-0.572348,JobSatisfaction,0.464973
1111,1.401708,EnvironmentSatisfaction,1.303975,YearsWithCurrManager,1.097837,DistanceFromHome,-1.074374,StockOptionLevel,-0.885454,MaritalStatus,-0.737844
1113,1.401708,DistanceFromHome,-1.407274,EnvironmentSatisfaction,-0.879436,MonthlyIncome,-0.788901,BusinessTravel,0.558228,RelationshipSatisfaction,-0.556706
1114,1.401708,EnvironmentSatisfaction,-1.00811,StockOptionLevel,-0.757645,NumCompaniesWorked,-0.655698,BusinessTravel,0.558126,WorkLifeBalance,-0.553052
1115,1.401708,JobSatisfaction,-1.782551,BusinessTravel,-0.816499,StockOptionLevel,-0.658838,JobRole,-0.658614,RelationshipSatisfaction,-0.537582
1116,1.401708,income_to_dept_avg,-2.01822,JobSatisfaction,-1.598588,DistanceFromHome,-1.363597,JobInvolvement,-1.065323,EnvironmentSatisfaction,0.799901
1117,1.401708,YearsWithCurrManager,-1.073521,BusinessTravel,-1.050895,YearsInCurrentRole,-0.832045,MonthlyIncome,-0.819229,promotion_stagnation,-0.697714
1118,1.401708,JobRole,-1.246489,income_to_dept_avg,-1.000595,Age,-0.776054,NumCompaniesWorked,0.738779,PercentSalaryHike,-0.711691
1119,1.401708,MaritalStatus,-1.174272,Education,-0.862123,StockOptionLevel,-0.768944,NumCompaniesWorked,-0.739085,Age,-0.574397
1120,1.401708,JobSatisfaction,-1.301096,MaritalStatus,-0.833577,MonthlyIncome,-0.798247,JobRole,-0.679718,StockOptionLevel,-0.574974
1121,1.401708,MaritalStatus,-0.974888,EnvironmentSatisfaction,-0.808416,StockOptionLevel,-0.715638,NumCompaniesWorked,-0.694654,promotion_stagnation,-0.495478
1124,1.401708,income_to_dept_avg,-1.320902,EnvironmentSatisfaction,1.003722,YearsInCurrentRole,-0.91124,YearsWithCurrManager,-0.871151,WorkLifeBalance,-0.427198
1125,1.401708,EnvironmentSatisfaction,-1.394083,Age,-0.998655,DistanceFromHome,-0.733473,YearsWithCurrManager,0.604142,WorkLifeBalance,-0.522966
1126,1.401708,income_to_dept_avg,-1.372605,Age,-0.737178,JobSatisfaction,0.636735,StockOptionLevel,-0.613481,burnout_proxy,-0.455393
1127,1.401708,EnvironmentSatisfaction,1.435313,NumCompaniesWorked,1.008767,PercentSalaryHike,0.829548,JobSatisfaction,-0.751001,MonthlyIncome,0.656174
1128,1.401708,income_to_dept_avg,-1.536631,YearsWithCurrManager,-0.963997,promotion_stagnation,-0.861217,Age,-0.566624,RelationshipSatisfaction,0.532815
1131,1.401708,EnvironmentSatisfaction,-1.399104,DistanceFromHome,-1.098915,TrainingTimesLastYear,-1.094974,OverTime,0.706727,Age,0.615158
1132,1.401708,BusinessTravel,-0.775324,JobSatisfaction,0.588286,burnout_proxy,-0.509797,MaritalStatus,0.498909,WorkLifeBalance,0.485943
1133,1.401708,JobSatisfaction,-1.881096,promotion_stagnation,-0.930163,EnvironmentSatisfaction,0.925445,BusinessTravel,-0.835637,YearsWithCurrManager,-0.777713
1135,1.401708,JobInvolvement,-1.153913,JobSatisfaction,-1.151459,BusinessTravel,0.90923,StockOptionLevel,-0.678958,NumCompaniesWorked,-0.594222
1136,1.401708,total_satisfaction,-0.962585,WorkLifeBalance,0.824358,NumCompaniesWorked,-0.808854,StockOptionLevel,0.666495,RelationshipSatisfaction,0.642015
1137,1.401708,JobSatisfaction,-1.159305,EnvironmentSatisfaction,-1.035055,MaritalStatus,-0.626812,MonthlyIncome,-0.559953,RelationshipSatisfaction,-0.508313
1138,1.401708,income_to_dept_avg,-1.058377,StockOptionLevel,-0.849899,EnvironmentSatisfaction,-0.720627,NumCompaniesWorked,0.708555,Education,-0.667864
1140,1.401708,EnvironmentSatisfaction,-1.403869,RelationshipSatisfaction,-0.772687,total_satisfaction,-0.709627,DistanceFromHome,-0.676363,WorkLifeBalance,0.587272
1143,1.401708,EnvironmentSatisfaction,-1.013369,RelationshipSatisfaction,-0.883387,MaritalStatus,-0.704519,NumCompaniesWorked,-0.69901,StockOptionLevel,-0.691847
1148,1.401708,JobSatisfaction,-1.914296,JobInvolvement,1.460742,Age,-1.004036,WorkLifeBalance,-0.614715,StockOptionLevel,0.452688
1150,1.401708,JobSatisfaction,-1.095014,promotion_stagnation,-0.821448,MonthlyIncome,-0.745826,StockOptionLevel,-0.588452,WorkLifeBalance,0.53163
1152,1.401708,DistanceFromHome,-1.31625,JobInvolvement,-1.168889,Age,-0.836319,MonthlyIncome,-0.620004,YearsWithCurrManager,0.618413
1154,1.401708,total_satisfaction,-0.93383,StockOptionLevel,-0.844224,MaritalStatus,-0.816198,BusinessTravel,0.723206,RelationshipSatisfaction,-0.695644
1156,1.401708,income_to_dept_avg,1.489956,BusinessTravel,-0.932702,YearsWithCurrManager,0.817758,RelationshipSatisfaction,-0.808404,TrainingTimesLastYear,0.79184
1157,1.401708,NumCompaniesWorked,-0.930411,JobSatisfaction,0.804793,MaritalStatus,0.74461,Education,-0.724433,EnvironmentSatisfaction,0.709546
1158,1.401708,JobSatisfaction,-1.562366,MonthlyIncome,-1.034343,Age,-0.87102,Education,-0.855037,StockOptionLevel,-0.647081
1160,1.401708,BusinessTravel,0.860577,WorkLifeBalance,0.835642,Age,0.707861,StockOptionLevel,-0.699143,income_to_dept_avg,0.669987
1161,1.401708,JobSatisfaction,-1.158687,MonthlyIncome,-0.904887,JobRole,-0.844945,NumCompaniesWorked,0.722087,MaritalStatus,-0.653124
1162,1.401708,EnvironmentSatisfaction,-1.124151,MonthlyIncome,-1.041058,StockOptionLevel,-0.846833,TrainingTimesLastYear,0.804363,WorkLifeBalance,-0.696574
1163,1.401708,total_satisfaction,-0.615467,MonthlyIncome,-0.593341,StockOptionLevel,0.556224,WorkLifeBalance,0.554904,RelationshipSatisfaction,0.534443
1164,1.401708,WorkLifeBalance,1.056244,MaritalStatus,0.523629,StockOptionLevel,0.447333,NumCompaniesWorked,-0.443121,JobSatisfaction,-0.432213
1165,1.401708,WorkLifeBalance,1.615576,YearsWithCurrManager,-0.616069,StockOptionLevel,-0.606315,total_satisfaction,-0.586606,RelationshipSatisfaction,0.572809
1166,1.401708,income_to_dept_avg,-1.785267,promotion_stagnation,-0.923303,YearsWithCurrManager,-0.725728,Age,-0.692882,WorkLifeBalance,0.559742
1167,1.401708,income_to_dept_avg,-0.81333,YearsInCurrentRole,-0.738743,NumCompaniesWorked,-0.708839,JobSatisfaction,0.707851,MaritalStatus,0.679191
1171,1.401708,Age,-0.972716,RelationshipSatisfaction,-0.957639,JobSatisfaction,0.666926,NumCompaniesWorked,0.660728,WorkLifeBalance,-0.6439
1172,1.401708,DistanceFromHome,-1.404111,EnvironmentSatisfaction,-1.174278,NumCompaniesWorked,0.853555,MonthlyIncome,-0.784517,WorkLifeBalance,-0.683481
1173,1.401708,EnvironmentSatisfaction,-1.299561,RelationshipSatisfaction,-0.777354,WorkLifeBalance,-0.523086,StockOptionLevel,0.490459,burnout_proxy,-0.458447
1175,1.401708,YearsWithCurrManager,0.789204,JobSatisfaction,-0.78052,RelationshipSatisfaction,-0.699927,total_satisfaction,-0.677743,burnout_proxy,0.653421
1177,1.401708,JobInvolvement,-1.371464,JobSatisfaction,-1.296529,EnvironmentSatisfaction,0.63389,DistanceFromHome,-0.507667,promotion_stagnation,-0.496212
1179,1.401708,MonthlyIncome,-0.71508,StockOptionLevel,-0.618523,promotion_stagnation,-0.599806,RelationshipSatisfaction,0.585617,WorkLifeBalance,-0.556932
1180,1.401708,JobSatisfaction,-1.615756,MonthlyIncome,-1.009965,WorkLifeBalance,0.991224,Age,-0.727399,JobRole,-0.62992
1182,1.401708,income_to_dept_avg,-1.222195,MaritalStatus,-1.204003,StockOptionLevel,-0.886109,DistanceFromHome,-0.465729,MonthlyIncome,0.404762
1184,1.401708,DistanceFromHome,-1.420547,JobRole,-1.390931,EnvironmentSatisfaction,-1.049221,promotion_stagnation,-0.909359,YearsWithCurrManager,-0.831473
1185,1.401708,JobSatisfaction,-1.116811,EnvironmentSatisfaction,-0.906423,Education,-0.610414,Age,-0.606585,WorkLifeBalance,-0.591313
1188,1.401708,JobInvolvement,1.691751,EnvironmentSatisfaction,0.988981,Age,-0.674192,WorkLifeBalance,0.629854,MaritalStatus,0.555838
1190,1.401708,YearsWithCurrManager,1.03948,StockOptionLevel,-1.038922,BusinessTravel,-1.001969,JobSatisfaction,0.854863,MaritalStatus,-0.776879
1191,1.401708,income_to_dept_avg,-1.020347,EnvironmentSatisfaction,-0.826231,Education,-0.765352,MaritalStatus,-0.708838,MonthlyIncome,0.564431
1192,1.401708,JobSatisfaction,-1.074645,promotion_stagnation,-0.848146,YearsWithCurrManager,-0.811233,RelationshipSatisfaction,0.688774,TrainingTimesLastYear,-0.659591
1193,1.401708,JobSatisfaction,0.987238,MonthlyIncome,-0.899546,YearsWithCurrManager,0.723845,JobRole,-0.587307,StockOptionLevel,0.557658
1195,1.401708,StockOptionLevel,-0.945553,PercentSalaryHike,-0.864497,EnvironmentSatisfaction,0.751913,Age,-0.680445,MonthlyIncome,-0.650987
1196,1.401708,DistanceFromHome,-1.266937,JobSatisfaction,-1.139861,EnvironmentSatisfaction,-1.016614,MonthlyIncome,-0.816364,YearsWithCurrManager,-0.793583
1198,1.401708,total_satisfaction,-1.086036,EnvironmentSatisfaction,0.533506,YearsWithCurrManager,-0.52737,MaritalStatus,0.510664,income_to_dept_avg,-0.460044
1200,1.401708,burnout_proxy,0.750745,MaritalStatus,0.587637,PercentSalaryHike,0.510552,Education,-0.507154,OverTime,0.437813
1201,1.401708,income_to_dept_avg,-1.643787,TrainingTimesLastYear,-1.102234,EnvironmentSatisfaction,-0.846144,MaritalStatus,-0.744691,total_satisfaction,0.41691
1202,1.401708,JobInvolvement,1.233147,JobSatisfaction,-1.232457,NumCompaniesWorked,-0.970942,StockOptionLevel,-0.7974,OverTime,0.700478
1203,1.401708,JobSatisfaction,-1.350858,Age,0.83709,BusinessTravel,0.805569,OverTime,0.686825,NumCompaniesWorked,-0.684409
1204,1.401708,income_to_dept_avg,-1.563074,JobSatisfaction,0.793322,YearsInCurrentRole,-0.701735,YearsWithCurrManager,-0.681847,promotion_stagnation,-0.482323
1206,1.401708,EnvironmentSatisfaction,-1.386026,JobInvolvement,1.361414,YearsWithCurrManager,0.91491,BusinessTravel,-0.904398,WorkLifeBalance,-0.684716
1207,1.401708,RelationshipSatisfaction,-0.55007,total_satisfaction,0.508167,NumCompaniesWorked,-0.476097,StockOptionLevel,-0.443159,WorkLifeBalance,-0.424794
1210,1.401708,JobSatisfaction,1.078066,WorkLifeBalance,0.970627,YearsWithCurrManager,0.90402,StockOptionLevel,-0.860776,BusinessTravel,-0.812349
1211,1.401708,StockOptionLevel,-1.207706,MaritalStatus,-0.961146,JobSatisfaction,0.941218,PercentSalaryHike,-0.597204,WorkLifeBalance,-0.544638
1212,1.401708,Age,-0.911857,RelationshipSatisfaction,-0.709445,DistanceFromHome,-0.657534,YearsWithCurrManager,0.611444,WorkLifeBalance,-0.542883
1215,1.401708,income_to_dept_avg,-1.723688,EnvironmentSatisfaction,-0.869596,TotalWorkingYears,-0.68786,Age,-0.652805,JobSatisfaction,0.614733
1216,1.401708,EnvironmentSatisfaction,-1.155858,StockOptionLevel,-1.040803,WorkLifeBalance,-0.692013,YearsWithCurrManager,-0.508234,JobSatisfaction,0.490653
1217,1.401708,income_to_dept_avg,-1.536796,EnvironmentSatisfaction,-1.190034,NumCompaniesWorked,0.518949,StockOptionLevel,-0.494375,Age,-0.487375
1218,1.401708,Education,-0.740911,StockOptionLevel,-0.668178,RelationshipSatisfaction,-0.666262,DistanceFromHome,0.536752,JobSatisfaction,0.522152
1219,1.401708,WorkLifeBalance,1.405806,YearsWithCurrManager,1.22694,StockOptionLevel,-0.644577,EnvironmentSatisfaction,-0.632439,RelationshipSatisfaction,0.566635
1220,1.401708,promotion_stagnation,-1.025207,StockOptionLevel,-0.590644,YearsWithCurrManager,0.581936,total_satisfaction,-0.57909,BusinessTravel,0.563661
