EmployeeNumber,cf_index,feature_changed,current_value,suggested_value,new_attrition_prob,risk_reduction,intervention_label
1157,1,JobSatisfaction,1.0,4.0,0.2119,0.6075,Improve job satisfaction: 1 → 4/4
1157,2,StockOptionLevel,0.0,2.0,0.3573,0.4621,Grant stock options (Level 0 → 2)
1157,3,JobSatisfaction,1.0,4.0,0.0645,0.7549,Improve job satisfaction: 1 → 4/4
1157,3,StockOptionLevel,0.0,2.0,0.0645,0.7549,Grant stock options (Level 0 → 2)
1160,1,DistanceFromHome,15.0,1.0,0.3634,0.5431,Offer remote/hybrid work (commute: 15 → 1 miles)
1160,2,WorkLifeBalance,2.0,3.0,0.5151,0.3914,Improve work-life balance: 2 → 3/4
1160,3,DistanceFromHome,15.0,1.0,0.156,0.7505,Offer remote/hybrid work (commute: 15 → 1 miles)
1160,3,WorkLifeBalance,2.0,3.0,0.156,0.7505,Improve work-life balance: 2 → 3/4
1165,1,WorkLifeBalance,1.0,3.0,0.3004,0.6239,Improve work-life balance: 1 → 3/4
1165,2,DistanceFromHome,23.0,1.0,0.6725,0.2517,Offer remote/hybrid work (commute: 23 → 1 miles)
1165,3,WorkLifeBalance,1.0,3.0,0.1446,0.7796,Improve work-life balance: 1 → 3/4
1165,3,DistanceFromHome,23.0,1.0,0.1446,0.7796,Offer remote/hybrid work (commute: 23 → 1 miles)
1167,1,JobSatisfaction,1.0,4.0,0.6723,0.2847,Improve job satisfaction: 1 → 4/4
1167,2,DistanceFromHome,12.0,1.0,0.7389,0.2181,Offer remote/hybrid work (commute: 12 → 1 miles)
1167,3,JobSatisfaction,1.0,4.0,0.2999,0.6571,Improve job satisfaction: 1 → 4/4
1167,3,DistanceFromHome,12.0,1.0,0.2999,0.6571,Offer remote/hybrid work (commute: 12 → 1 miles)
1175,1,DistanceFromHome,12.0,1.0,0.7884,0.1884,Offer remote/hybrid work (commute: 12 → 1 miles)
1175,2,StockOptionLevel,0.0,2.0,0.8425,0.1343,Grant stock options (Level 0 → 2)
1175,3,DistanceFromHome,12.0,1.0,0.3718,0.605,Offer remote/hybrid work (commute: 12 → 1 miles)
1175,3,StockOptionLevel,0.0,2.0,0.3718,0.605,Grant stock options (Level 0 → 2)
1188,1,EnvironmentSatisfaction,1.0,4.0,0.8988,0.0921,Improve work environment: 1 → 4/4
1188,2,DistanceFromHome,9.0,1.0,0.9083,0.0826,Offer remote/hybrid work (commute: 9 → 1 miles)
1188,3,EnvironmentSatisfaction,1.0,4.0,0.5645,0.4264,Improve work environment: 1 → 4/4
1188,3,DistanceFromHome,9.0,1.0,0.5645,0.4264,Offer remote/hybrid work (commute: 9 → 1 miles)
1200,1,JobSatisfaction,3.0,4.0,0.5504,0.3829,Improve job satisfaction: 3 → 4/4
1200,2,DistanceFromHome,10.0,1.0,0.7039,0.2295,Offer remote/hybrid work (commute: 10 → 1 miles)
1200,3,JobSatisfaction,3.0,4.0,0.183,0.7504,Improve job satisfaction: 3 → 4/4
1200,3,DistanceFromHome,10.0,1.0,0.183,0.7504,Offer remote/hybrid work (commute: 10 → 1 miles)
1210,1,JobSatisfaction,1.0,4.0,0.114,0.6296,Improve job satisfaction: 1 → 4/4
1210,2,DistanceFromHome,5.0,1.0,0.4317,0.312,Offer remote/hybrid work (commute: 5 → 1 miles)
1210,3,JobSatisfaction,1.0,4.0,0.0508,0.6928,Improve job satisfaction: 1 → 4/4
1210,3,DistanceFromHome,5.0,1.0,0.0508,0.6928,Offer remote/hybrid work (commute: 5 → 1 miles)
1219,1,DistanceFromHome,17.0,1.0,0.8241,0.1628,Offer remote/hybrid work (commute: 17 → 1 miles)
1219,2,WorkLifeBalance,1.0,3.0,0.8497,0.1372,Improve work-life balance: 1 → 3/4
1219,3,DistanceFromHome,17.0,1.0,0.5057,0.4812,Offer remote/hybrid work (commute: 17 → 1 miles)
1219,3,WorkLifeBalance,1.0,3.0,0.5057,0.4812,Improve work-life balance: 1 → 3/4
1248,1,JobSatisfaction,2.0,4.0,0.977,0.0208,Improve job satisfaction: 2 → 4/4
1248,2,TrainingTimesLastYear,2.0,6.0,0.978,0.0198,Increase training sessions: 2 → 6/year
1248,3,JobSatisfaction,2.0,4.0,0.9157,0.0821,Improve job satisfaction: 2 → 4/4
1248,3,TrainingTimesLastYear,2.0,6.0,0.9157,0.0821,Increase training sessions: 2 → 6/year
1277,1,EnvironmentSatisfaction,1.0,4.0,0.6965,0.2673,Improve work environment: 1 → 4/4
1277,2,JobSatisfaction,2.0,4.0,0.7549,0.2089,Improve job satisfaction: 2 → 4/4
1277,3,EnvironmentSatisfaction,1.0,4.0,0.2072,0.7566,Improve work environment: 1 → 4/4
1277,3,JobSatisfaction,2.0,4.0,0.2072,0.7566,Improve job satisfaction: 2 → 4/4
1279,1,DistanceFromHome,10.0,1.0,0.6695,0.304,Offer remote/hybrid work (commute: 10 → 1 miles)
1279,2,JobSatisfaction,3.0,4.0,0.8138,0.1597,Improve job satisfaction: 3 → 4/4
1279,3,DistanceFromHome,10.0,1.0,0.2932,0.6803,Offer remote/hybrid work (commute: 10 → 1 miles)
1279,3,JobSatisfaction,3.0,4.0,0.2932,0.6803,Improve job satisfaction: 3 → 4/4
1295,1,EnvironmentSatisfaction,1.0,4.0,0.154,0.7849,Improve work environment: 1 → 4/4
1295,2,DistanceFromHome,15.0,1.0,0.5549,0.384,Offer remote/hybrid work (commute: 15 → 1 miles)
1295,3,EnvironmentSatisfaction,1.0,4.0,0.0219,0.9169,Improve work environment: 1 → 4/4
1295,3,DistanceFromHome,15.0,1.0,0.0219,0.9169,Offer remote/hybrid work (commute: 15 → 1 miles)
1299,1,OverTime,1.0,0.0,0.6997,0.2478,Remove overtime requirement
1299,2,DistanceFromHome,7.0,1.0,0.8153,0.1323,Offer remote/hybrid work (commute: 7 → 1 miles)
1299,3,OverTime,1.0,0.0,0.4008,0.5468,Remove overtime requirement
1299,3,DistanceFromHome,7.0,1.0,0.4008,0.5468,Offer remote/hybrid work (commute: 7 → 1 miles)
1309,1,JobSatisfaction,3.0,4.0,0.4795,0.4308,Improve job satisfaction: 3 → 4/4
1309,2,DistanceFromHome,7.0,1.0,0.5994,0.3108,Offer remote/hybrid work (commute: 7 → 1 miles)
1309,3,JobSatisfaction,3.0,4.0,0.1311,0.7792,Improve job satisfaction: 3 → 4/4
1309,3,DistanceFromHome,7.0,1.0,0.1311,0.7792,Offer remote/hybrid work (commute: 7 → 1 miles)
1310,1,JobSatisfaction,1.0,4.0,0.0568,0.8817,Improve job satisfaction: 1 → 4/4
1310,2,TrainingTimesLastYear,2.0,6.0,0.4879,0.4505,Increase training sessions: 2 → 6/year
1310,3,JobSatisfaction,1.0,4.0,0.0076,0.9309,Improve job satisfaction: 1 → 4/4
1310,3,TrainingTimesLastYear,2.0,6.0,0.0076,0.9309,Increase training sessions: 2 → 6/year
1318,1,DistanceFromHome,25.0,1.0,0.1926,0.5819,Offer remote/hybrid work (commute: 25 → 1 miles)
1318,2,JobSatisfaction,2.0,4.0,0.2844,0.4902,Improve job satisfaction: 2 → 4/4
1318,3,DistanceFromHome,25.0,1.0,0.0239,0.7506,Offer remote/hybrid work (commute: 25 → 1 miles)
1318,3,JobSatisfaction,2.0,4.0,0.0239,0.7506,Improve job satisfaction: 2 → 4/4
1319,1,StockOptionLevel,0.0,1.0,0.9591,0.0342,Grant stock options (Level 0 → 1)
1319,2,JobSatisfaction,2.0,4.0,0.9659,0.0274,Improve job satisfaction: 2 → 4/4
1319,3,StockOptionLevel,0.0,1.0,0.859,0.1344,Grant stock options (Level 0 → 1)
1319,3,JobSatisfaction,2.0,4.0,0.859,0.1344,Improve job satisfaction: 2 → 4/4
1331,1,OverTime,1.0,0.0,0.7936,0.1719,Remove overtime requirement
1331,2,JobSatisfaction,2.0,4.0,0.8401,0.1253,Improve job satisfaction: 2 → 4/4
1331,3,OverTime,1.0,0.0,0.3508,0.6147,Remove overtime requirement
1331,3,JobSatisfaction,2.0,4.0,0.3508,0.6147,Improve job satisfaction: 2 → 4/4
1360,1,WorkLifeBalance,2.0,3.0,0.7005,0.2594,Improve work-life balance: 2 → 3/4
1360,2,JobSatisfaction,1.0,4.0,0.7043,0.2556,Improve job satisfaction: 1 → 4/4
1360,3,WorkLifeBalance,2.0,3.0,0.2434,0.7165,Improve work-life balance: 2 → 3/4
1360,3,JobSatisfaction,1.0,4.0,0.2434,0.7165,Improve job satisfaction: 1 → 4/4
1372,1,DistanceFromHome,13.0,1.0,0.7498,0.23,Offer remote/hybrid work (commute: 13 → 1 miles)
1372,2,TrainingTimesLastYear,2.0,6.0,0.9172,0.0627,Increase training sessions: 2 → 6/year
1372,3,DistanceFromHome,13.0,1.0,0.5734,0.4064,Offer remote/hybrid work (commute: 13 → 1 miles)
1372,3,TrainingTimesLastYear,2.0,6.0,0.5734,0.4064,Increase training sessions: 2 → 6/year
1379,1,StockOptionLevel,0.0,2.0,0.8191,0.138,Grant stock options (Level 0 → 2)
1379,2,MonthlyIncome,2785.0,8379.0,0.8819,0.0753,"Salary raise: $2,785 → $8,379/month (+201%)"
1379,3,StockOptionLevel,0.0,2.0,0.6397,0.3174,Grant stock options (Level 0 → 2)
1379,3,MonthlyIncome,2785.0,8379.0,0.6397,0.3174,"Salary raise: $2,785 → $8,379/month (+201%)"
1380,1,DistanceFromHome,18.0,1.0,0.1972,0.7601,Offer remote/hybrid work (commute: 18 → 1 miles)
1380,2,TrainingTimesLastYear,0.0,6.0,0.7235,0.2338,Increase training sessions: 0 → 6/year
1380,3,DistanceFromHome,18.0,1.0,0.0431,0.9142,Offer remote/hybrid work (commute: 18 → 1 miles)
1380,3,TrainingTimesLastYear,0.0,6.0,0.0431,0.9142,Increase training sessions: 0 → 6/year
1391,1,JobSatisfaction,2.0,4.0,0.1941,0.3567,Improve job satisfaction: 2 → 4/4
1391,2,EnvironmentSatisfaction,2.0,4.0,0.3008,0.25,Improve work environment: 2 → 4/4
1391,3,JobSatisfaction,2.0,4.0,0.1005,0.4503,Improve job satisfaction: 2 → 4/4
1391,3,EnvironmentSatisfaction,2.0,4.0,0.1005,0.4503,Improve work environment: 2 → 4/4
1405,1,DistanceFromHome,17.0,1.0,0.6207,0.3288,Offer remote/hybrid work (commute: 17 → 1 miles)
1405,2,OverTime,1.0,0.0,0.6599,0.2896,Remove overtime requirement
1405,3,DistanceFromHome,17.0,1.0,0.1709,0.7785,Offer remote/hybrid work (commute: 17 → 1 miles)
1405,3,OverTime,1.0,0.0,0.1709,0.7785,Remove overtime requirement
1420,1,JobSatisfaction,1.0,4.0,0.3033,0.6728,Improve job satisfaction: 1 → 4/4
1420,2,EnvironmentSatisfaction,1.0,4.0,0.6618,0.3143,Improve work environment: 1 → 4/4
1420,3,JobSatisfaction,1.0,4.0,0.0506,0.9255,Improve job satisfaction: 1 → 4/4
1420,3,EnvironmentSatisfaction,1.0,4.0,0.0506,0.9255,Improve work environment: 1 → 4/4
1421,1,DistanceFromHome,14.0,1.0,0.8266,0.1589,Offer remote/hybrid work (commute: 14 → 1 miles)
1421,2,TrainingTimesLastYear,1.0,6.0,0.8874,0.0981,Increase training sessions: 1 → 6/year
1421,3,DistanceFromHome,14.0,1.0,0.6039,0.3816,Offer remote/hybrid work (commute: 14 → 1 miles)
1421,3,TrainingTimesLastYear,1.0,6.0,0.6039,0.3816,Increase training sessions: 1 → 6/year
1433,1,JobSatisfaction,2.0,4.0,0.9406,0.0505,Improve job satisfaction: 2 → 4/4
1433,2,EnvironmentSatisfaction,1.0,4.0,0.9463,0.0449,Improve work environment: 1 → 4/4
1433,3,JobSatisfaction,2.0,4.0,0.8498,0.1414,Improve job satisfaction: 2 → 4/4
1433,3,EnvironmentSatisfaction,1.0,4.0,0.8498,0.1414,Improve work environment: 1 → 4/4
1439,1,JobSatisfaction,1.0,4.0,0.0739,0.6718,Improve job satisfaction: 1 → 4/4
1439,2,StockOptionLevel,0.0,2.0,0.2342,0.5115,Grant stock options (Level 0 → 2)
1439,3,JobSatisfaction,1.0,4.0,0.0347,0.711,Improve job satisfaction: 1 → 4/4
1439,3,StockOptionLevel,0.0,2.0,0.0347,0.711,Grant stock options (Level 0 → 2)
1457,1,EnvironmentSatisfaction,1.0,4.0,0.5805,0.367,Improve work environment: 1 → 4/4
1457,2,TrainingTimesLastYear,1.0,6.0,0.7326,0.2148,Increase training sessions: 1 → 6/year
1457,3,EnvironmentSatisfaction,1.0,4.0,0.1913,0.7562,Improve work environment: 1 → 4/4
1457,3,TrainingTimesLastYear,1.0,6.0,0.1913,0.7562,Increase training sessions: 1 → 6/year
1458,1,JobSatisfaction,1.0,4.0,0.3208,0.6648,Improve job satisfaction: 1 → 4/4
1458,2,EnvironmentSatisfaction,1.0,4.0,0.7514,0.2342,Improve work environment: 1 → 4/4
1458,3,JobSatisfaction,1.0,4.0,0.039,0.9467,Improve job satisfaction: 1 → 4/4
1458,3,EnvironmentSatisfaction,1.0,4.0,0.039,0.9467,Improve work environment: 1 → 4/4
1459,1,JobSatisfaction,2.0,4.0,0.4547,0.5082,Improve job satisfaction: 2 → 4/4
1459,2,TrainingTimesLastYear,2.0,6.0,0.8633,0.0996,Increase training sessions: 2 → 6/year
1459,3,JobSatisfaction,2.0,4.0,0.2758,0.6871,Improve job satisfaction: 2 → 4/4
1459,3,TrainingTimesLastYear,2.0,6.0,0.2758,0.6871,Increase training sessions: 2 → 6/year
1464,1,OverTime,1.0,0.0,0.9255,0.0601,Remove overtime requirement
1464,2,WorkLifeBalance,1.0,3.0,0.94,0.0456,Improve work-life balance: 1 → 3/4
1464,3,OverTime,1.0,0.0,0.6333,0.3523,Remove overtime requirement
1464,3,WorkLifeBalance,1.0,3.0,0.6333,0.3523,Improve work-life balance: 1 → 3/4
1467,1,TrainingTimesLastYear,0.0,6.0,0.3812,0.5505,Increase training sessions: 0 → 6/year
1467,2,DistanceFromHome,9.0,1.0,0.442,0.4897,Offer remote/hybrid work (commute: 9 → 1 miles)
1467,3,TrainingTimesLastYear,0.0,6.0,0.0852,0.8465,Increase training sessions: 0 → 6/year
1467,3,DistanceFromHome,9.0,1.0,0.0852,0.8465,Offer remote/hybrid work (commute: 9 → 1 miles)
1486,1,EnvironmentSatisfaction,1.0,4.0,0.4967,0.462,Improve work environment: 1 → 4/4
1486,2,JobSatisfaction,3.0,4.0,0.9127,0.046,Improve job satisfaction: 3 → 4/4
1486,3,EnvironmentSatisfaction,1.0,4.0,0.3176,0.6412,Improve work environment: 1 → 4/4
1486,3,JobSatisfaction,3.0,4.0,0.3176,0.6412,Improve job satisfaction: 3 → 4/4
1487,1,JobSatisfaction,2.0,4.0,0.8838,0.1113,Improve job satisfaction: 2 → 4/4
1487,2,DistanceFromHome,13.0,1.0,0.9767,0.0183,Offer remote/hybrid work (commute: 13 → 1 miles)
1487,3,JobSatisfaction,2.0,4.0,0.7005,0.2946,Improve job satisfaction: 2 → 4/4
1487,3,DistanceFromHome,13.0,1.0,0.7005,0.2946,Offer remote/hybrid work (commute: 13 → 1 miles)
1489,1,DistanceFromHome,24.0,1.0,0.3894,0.5767,Offer remote/hybrid work (commute: 24 → 1 miles)
1489,2,EnvironmentSatisfaction,1.0,4.0,0.7154,0.2508,Improve work environment: 1 → 4/4
1489,3,DistanceFromHome,24.0,1.0,0.0827,0.8834,Offer remote/hybrid work (commute: 24 → 1 miles)
1489,3,EnvironmentSatisfaction,1.0,4.0,0.0827,0.8834,Improve work environment: 1 → 4/4
1494,1,JobSatisfaction,1.0,4.0,0.9829,0.0154,Improve job satisfaction: 1 → 4/4
1494,2,DistanceFromHome,9.0,1.0,0.9836,0.0146,Offer remote/hybrid work (commute: 9 → 1 miles)
1494,3,JobSatisfaction,1.0,4.0,0.8886,0.1097,Improve job satisfaction: 1 → 4/4
1494,3,DistanceFromHome,9.0,1.0,0.8886,0.1097,Offer remote/hybrid work (commute: 9 → 1 miles)
1495,1,DistanceFromHome,13.0,1.0,0.5532,0.3308,Offer remote/hybrid work (commute: 13 → 1 miles)
1495,2,JobSatisfaction,2.0,4.0,0.6087,0.2753,Improve job satisfaction: 2 → 4/4
1495,3,DistanceFromHome,13.0,1.0,0.1836,0.7005,Offer remote/hybrid work (commute: 13 → 1 miles)
1495,3,JobSatisfaction,2.0,4.0,0.1836,0.7005,Improve job satisfaction: 2 → 4/4
1504,1,JobSatisfaction,1.0,4.0,0.9787,0.0186,Improve job satisfaction: 1 → 4/4
1504,2,StockOptionLevel,0.0,2.0,0.9835,0.0138,Grant stock options (Level 0 → 2)
1504,3,JobSatisfaction,1.0,4.0,0.927,0.0703,Improve job satisfaction: 1 → 4/4
1504,3,StockOptionLevel,0.0,2.0,0.927,0.0703,Grant stock options (Level 0 → 2)
1522,1,JobSatisfaction,1.0,4.0,0.472,0.4925,Improve job satisfaction: 1 → 4/4
1522,2,EnvironmentSatisfaction,1.0,4.0,0.6687,0.2958,Improve work environment: 1 → 4/4
1522,3,JobSatisfaction,1.0,4.0,0.1387,0.8258,Improve job satisfaction: 1 → 4/4
1522,3,EnvironmentSatisfaction,1.0,4.0,0.1387,0.8258,Improve work environment: 1 → 4/4
1534,1,JobSatisfaction,1.0,4.0,0.3848,0.5735,Improve job satisfaction: 1 → 4/4
1534,2,WorkLifeBalance,1.0,3.0,0.5507,0.4076,Improve work-life balance: 1 → 3/4
1534,3,JobSatisfaction,1.0,4.0,0.0528,0.9055,Improve job satisfaction: 1 → 4/4
1534,3,WorkLifeBalance,1.0,3.0,0.0528,0.9055,Improve work-life balance: 1 → 3/4
1537,1,JobSatisfaction,3.0,4.0,0.7135,0.2512,Improve job satisfaction: 3 → 4/4
1537,2,WorkLifeBalance,1.0,3.0,0.726,0.2387,Improve work-life balance: 1 → 3/4
1537,3,JobSatisfaction,3.0,4.0,0.2688,0.696,Improve job satisfaction: 3 → 4/4
1537,3,WorkLifeBalance,1.0,3.0,0.2688,0.696,Improve work-life balance: 1 → 3/4
1562,1,EnvironmentSatisfaction,2.0,4.0,0.6536,0.2827,Improve work environment: 2 → 4/4
1562,2,JobSatisfaction,1.0,4.0,0.7622,0.1741,Improve job satisfaction: 1 → 4/4
1562,3,EnvironmentSatisfaction,2.0,4.0,0.3668,0.5694,Improve work environment: 2 → 4/4
1562,3,JobSatisfaction,1.0,4.0,0.3668,0.5694,Improve job satisfaction: 1 → 4/4
1569,1,EnvironmentSatisfaction,1.0,4.0,0.9032,0.0884,Improve work environment: 1 → 4/4
1569,2,MonthlyIncome,2074.0,4919.0,0.9526,0.039,"Salary raise: $2,074 → $4,919/month (+137%)"
1569,3,EnvironmentSatisfaction,1.0,4.0,0.4467,0.5449,Improve work environment: 1 → 4/4
1569,3,MonthlyIncome,2074.0,4919.0,0.4467,0.5449,"Salary raise: $2,074 → $4,919/month (+137%)"
1573,1,JobSatisfaction,2.0,4.0,0.5849,0.3525,Improve job satisfaction: 2 → 4/4
1573,2,TrainingTimesLastYear,2.0,6.0,0.7617,0.1757,Increase training sessions: 2 → 6/year
1573,3,JobSatisfaction,2.0,4.0,0.3528,0.5846,Improve job satisfaction: 2 → 4/4
1573,3,TrainingTimesLastYear,2.0,6.0,0.3528,0.5846,Increase training sessions: 2 → 6/year
1604,1,DistanceFromHome,24.0,1.0,0.8729,0.1151,Offer remote/hybrid work (commute: 24 → 1 miles)
1604,2,OverTime,1.0,0.0,0.9047,0.0833,Remove overtime requirement
1604,3,DistanceFromHome,24.0,1.0,0.5226,0.4653,Offer remote/hybrid work (commute: 24 → 1 miles)
1604,3,OverTime,1.0,0.0,0.5226,0.4653,Remove overtime requirement
1624,1,StockOptionLevel,0.0,2.0,0.9735,0.021,Grant stock options (Level 0 → 2)
1624,2,OverTime,1.0,0.0,0.9742,0.0203,Remove overtime requirement
1624,3,StockOptionLevel,0.0,2.0,0.8759,0.1185,Grant stock options (Level 0 → 2)
1624,3,OverTime,1.0,0.0,0.8759,0.1185,Remove overtime requirement
1639,1,JobSatisfaction,1.0,4.0,0.3017,0.6407,Improve job satisfaction: 1 → 4/4
1639,2,StockOptionLevel,0.0,2.0,0.6707,0.2716,Grant stock options (Level 0 → 2)
1639,3,JobSatisfaction,1.0,4.0,0.1193,0.823,Improve job satisfaction: 1 → 4/4
1639,3,StockOptionLevel,0.0,2.0,0.1193,0.823,Grant stock options (Level 0 → 2)
1645,1,EnvironmentSatisfaction,1.0,4.0,0.6692,0.3113,Improve work environment: 1 → 4/4
1645,2,DistanceFromHome,15.0,1.0,0.8602,0.1203,Offer remote/hybrid work (commute: 15 → 1 miles)
1645,3,EnvironmentSatisfaction,1.0,4.0,0.3197,0.6608,Improve work environment: 1 → 4/4
1645,3,DistanceFromHome,15.0,1.0,0.3197,0.6608,Offer remote/hybrid work (commute: 15 → 1 miles)
1649,1,JobSatisfaction,1.0,4.0,0.791,0.1956,Improve job satisfaction: 1 → 4/4
1649,2,StockOptionLevel,0.0,3.0,0.9395,0.0471,Grant stock options (Level 0 → 3)
1649,3,JobSatisfaction,1.0,4.0,0.5729,0.4137,Improve job satisfaction: 1 → 4/4
1649,3,StockOptionLevel,0.0,3.0,0.5729,0.4137,Grant stock options (Level 0 → 3)
1684,1,DistanceFromHome,8.0,1.0,0.7762,0.2009,Offer remote/hybrid work (commute: 8 → 1 miles)
1684,2,JobSatisfaction,3.0,4.0,0.8908,0.0864,Improve job satisfaction: 3 → 4/4
1684,3,DistanceFromHome,8.0,1.0,0.4411,0.5361,Offer remote/hybrid work (commute: 8 → 1 miles)
1684,3,JobSatisfaction,3.0,4.0,0.4411,0.5361,Improve job satisfaction: 3 → 4/4
1692,1,JobSatisfaction,2.0,4.0,0.8239,0.1544,Improve job satisfaction: 2 → 4/4
1692,2,TrainingTimesLastYear,2.0,6.0,0.8758,0.1025,Increase training sessions: 2 → 6/year
1692,3,JobSatisfaction,2.0,4.0,0.516,0.4623,Improve job satisfaction: 2 → 4/4
1692,3,TrainingTimesLastYear,2.0,6.0,0.516,0.4623,Increase training sessions: 2 → 6/year
1702,1,OverTime,1.0,0.0,0.3589,0.5726,Remove overtime requirement
1702,2,MonthlyIncome,2275.0,4919.0,0.5749,0.3566,"Salary raise: $2,275 → $4,919/month (+116%)"
1702,3,OverTime,1.0,0.0,0.1514,0.7801,Remove overtime requirement
1702,3,MonthlyIncome,2275.0,4919.0,0.1514,0.7801,"Salary raise: $2,275 → $4,919/month (+116%)"
1714,1,DistanceFromHome,22.0,1.0,0.746,0.2273,Offer remote/hybrid work (commute: 22 → 1 miles)
1714,2,MonthlyIncome,1555.0,8379.0,0.8717,0.1017,"Salary raise: $1,555 → $8,379/month (+439%)"
1714,3,DistanceFromHome,22.0,1.0,0.4752,0.4982,Offer remote/hybrid work (commute: 22 → 1 miles)
1714,3,MonthlyIncome,1555.0,8379.0,0.4752,0.4982,"Salary raise: $1,555 → $8,379/month (+439%)"
1716,1,WorkLifeBalance,1.0,4.0,0.7945,0.1916,Improve work-life balance: 1 → 4/4
1716,2,StockOptionLevel,0.0,1.0,0.9565,0.0296,Grant stock options (Level 0 → 1)
1716,3,WorkLifeBalance,1.0,4.0,0.6412,0.3449,Improve work-life balance: 1 → 4/4
1716,3,StockOptionLevel,0.0,1.0,0.6412,0.3449,Grant stock options (Level 0 → 1)
1720,1,DistanceFromHome,10.0,1.0,0.0956,0.461,Offer remote/hybrid work (commute: 10 → 1 miles)
1720,2,JobSatisfaction,3.0,4.0,0.2012,0.3554,Improve job satisfaction: 3 → 4/4
1720,3,DistanceFromHome,10.0,1.0,0.0338,0.5228,Offer remote/hybrid work (commute: 10 → 1 miles)
1720,3,JobSatisfaction,3.0,4.0,0.0338,0.5228,Improve job satisfaction: 3 → 4/4
1734,1,JobSatisfaction,2.0,4.0,0.8414,0.1544,Improve job satisfaction: 2 → 4/4
1734,2,EnvironmentSatisfaction,1.0,4.0,0.8927,0.1032,Improve work environment: 1 → 4/4
1734,3,JobSatisfaction,2.0,4.0,0.2335,0.7623,Improve job satisfaction: 2 → 4/4
1734,3,EnvironmentSatisfaction,1.0,4.0,0.2335,0.7623,Improve work environment: 1 → 4/4
1735,1,JobSatisfaction,2.0,4.0,0.3424,0.4948,Improve job satisfaction: 2 → 4/4
1735,2,DistanceFromHome,4.0,1.0,0.3836,0.4537,Offer remote/hybrid work (commute: 4 → 1 miles)
1735,3,JobSatisfaction,2.0,4.0,0.0759,0.7613,Improve job satisfaction: 2 → 4/4
1735,3,DistanceFromHome,4.0,1.0,0.0759,0.7613,Offer remote/hybrid work (commute: 4 → 1 miles)
1739,1,WorkLifeBalance,1.0,3.0,0.0892,0.5377,Improve work-life balance: 1 → 3/4
1739,2,DistanceFromHome,19.0,1.0,0.1891,0.4378,Offer remote/hybrid work (commute: 19 → 1 miles)
1739,3,WorkLifeBalance,1.0,3.0,0.0302,0.5968,Improve work-life balance: 1 → 3/4
1739,3,DistanceFromHome,19.0,1.0,0.0302,0.5968,Offer remote/hybrid work (commute: 19 → 1 miles)
1747,1,DistanceFromHome,8.0,1.0,0.7563,0.2216,Offer remote/hybrid work (commute: 8 → 1 miles)
1747,2,WorkLifeBalance,2.0,3.0,0.8538,0.1241,Improve work-life balance: 2 → 3/4
1747,3,DistanceFromHome,8.0,1.0,0.4133,0.5646,Offer remote/hybrid work (commute: 8 → 1 miles)
1747,3,WorkLifeBalance,2.0,3.0,0.4133,0.5646,Improve work-life balance: 2 → 3/4
1752,1,EnvironmentSatisfaction,2.0,4.0,0.8004,0.1784,Improve work environment: 2 → 4/4
1752,2,JobSatisfaction,2.0,4.0,0.8105,0.1683,Improve job satisfaction: 2 → 4/4
1752,3,EnvironmentSatisfaction,2.0,4.0,0.5238,0.455,Improve work environment: 2 → 4/4
1752,3,JobSatisfaction,2.0,4.0,0.5238,0.455,Improve job satisfaction: 2 → 4/4
1758,1,DistanceFromHome,16.0,1.0,0.9669,0.0321,Offer remote/hybrid work (commute: 16 → 1 miles)
1758,2,JobSatisfaction,1.0,4.0,0.9672,0.0317,Improve job satisfaction: 1 → 4/4
1758,3,DistanceFromHome,16.0,1.0,0.5292,0.4698,Offer remote/hybrid work (commute: 16 → 1 miles)
1758,3,JobSatisfaction,1.0,4.0,0.5292,0.4698,Improve job satisfaction: 1 → 4/4
1761,1,DistanceFromHome,16.0,1.0,0.4908,0.4619,Offer remote/hybrid work (commute: 16 → 1 miles)
1761,2,EnvironmentSatisfaction,1.0,4.0,0.6257,0.3269,Improve work environment: 1 → 4/4
1761,3,DistanceFromHome,16.0,1.0,0.1139,0.8388,Offer remote/hybrid work (commute: 16 → 1 miles)
1761,3,EnvironmentSatisfaction,1.0,4.0,0.1139,0.8388,Improve work environment: 1 → 4/4
1767,1,MonthlyIncome,2437.0,13775.6,0.7735,0.2063,"Salary raise: $2,437 → $13,776/month (+465%)"
1767,2,DistanceFromHome,17.0,1.0,0.8854,0.0945,Offer remote/hybrid work (commute: 17 → 1 miles)
1767,3,MonthlyIncome,2437.0,13775.6,0.4344,0.5454,"Salary raise: $2,437 → $13,776/month (+465%)"
1767,3,DistanceFromHome,17.0,1.0,0.4344,0.5454,Offer remote/hybrid work (commute: 17 → 1 miles)
1780,1,JobSatisfaction,2.0,4.0,0.7497,0.2122,Improve job satisfaction: 2 → 4/4
1780,2,TrainingTimesLastYear,3.0,6.0,0.8128,0.1491,Increase training sessions: 3 → 6/year
1780,3,JobSatisfaction,2.0,4.0,0.4072,0.5547,Improve job satisfaction: 2 → 4/4
1780,3,TrainingTimesLastYear,3.0,6.0,0.4072,0.5547,Increase training sessions: 3 → 6/year
1783,1,OverTime,1.0,0.0,0.9137,0.0729,Remove overtime requirement
1783,2,DistanceFromHome,8.0,1.0,0.9411,0.0455,Offer remote/hybrid work (commute: 8 → 1 miles)
1783,3,OverTime,1.0,0.0,0.7285,0.2581,Remove overtime requirement
